timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,payload_preview
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......1...@..s...%...k/...y...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,@o.......I..LF~.<..T..<..f.x6.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...:....x.3:..%.t.W....:MJ..4v
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"L....|.....,lH.U+..B[k.....(.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,A.q.e2R8Q....2. ...0...!.v.'..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,;7..<......N....A........)ps..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..s....u1..T...(.....J..pz.7..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....<.....M.G..k`.Y...CB..#~..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,ek...!.....-.o...*.. 5+....+..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.to........o....!..Nt)......'.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,XR..;...J.$....F.%...}..^...9 
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..Q.[.s-3.x.X.$Y9M...7.+[....9
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...""..k. ...?...{...&.......I."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,%.........J..`.....\.*...g....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.~^i.t....Lbo.Ua.Y.....G....d.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,F.7.T.&..c!..._...G.......m.2^
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.............u.Q..CZjX.......@
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".Wz..9...vC.""4_KV:..$.H`...q.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,/g.y`...>........`.1+.QS5...)k
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...:..H[..G2..u....w=... ~....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,{=.SV..........X....$..J9...R.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,^<^........)].M.8...4!..;.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"&..~.A.&""...no.;.IZ.....N.(..7"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,./.....r...)..F..U_A.w...1&...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..`......ZN.u\`....@.gh<.W}...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,52....(...%..@.WY....{...v\.{.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.e7.>`.......0...O./J...p...T.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,kcU..t...o.......2.C... [.~...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,";.6H....2.(.....4.......U.8T|,"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.}...?848.Bp...c%Upq.=........
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,";.V.zi.Q.O.c...2.5......$""p\ 4"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.)..@...rV.....Lx..O..t.VV..KR
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,B...:....A..A.......hsm..|.~..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..>..B....3.)....wk.a...x$....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"4ymNA...d""B....  >...#..o....."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....G.j6...bJw..F3..~.@.`.q..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....~..%iPy.....G.OW..r...h..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.o...:.B...X..f...t..v......`.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..G....f..[..w...|.7 y.BmJ..&.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"pe.........6.O/...""...^.....Pu"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.%tx....@...^..S.fd..4./.k..BA
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.B............_..f....'.o.!BKW
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"V<......P.RW...,....v.6..`.k8R"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,3..h...{9h..}..\BgL..J...y.9..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..i5T...9..9}...2......+....r>
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,t...z...0\u.>...RR.<.-.|......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......)]....o....t.p]*d...].k.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"6sHLp......4..s....JA.l.....,."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.........-.Cb...085.y..IL..tB.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,K\I...59B4.S.+rb..F.......T...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,*...?...NI1R....`.6DDKk.$.5.i.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,y......z...D..-...@.mr.E.....Q
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..U....m.....\...4y..... .w..2
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,r&3.........o...fy6.Y....U.j.t
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"^M.^.=.....u7.&K,..J.......$.m"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.........r.~.....m.)S..7.....3
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..7..|c. F.A.W....7.\Y..%....H
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Jb...o....u..;...-.gD.......w.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".N....h`K...!..*....,]..S...4."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,S. O-k...pT........jMa....ZL}r
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...-\.Pl.../.B;...c^..>.[.*.'.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,-...qF...X...F7.d..........&P.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,X:N(..B.uM.+...v0.]A.a...j.=..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Rj.g...!.}..7L....}..Ac....Vv$
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,<..V...R....xP.U._.T..5....n..
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..HGg.m.=Zz.j........~..R.z..p
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....H.p...\...wV..-b.{{...Th9.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...|.1..a=.%M;....i?Mv......G6
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..|x...DRP..F.a.....F.....Y.).
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Y.<.!. Ex.S.....r.}.3...|..u$.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,n..a.'(..d..s...&bt...d.1./..(
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.g..L.%.............O.'.z...Q*
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.Q...0.a.vP....m.c..f...\W....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".....0~..O5-.........""......m "
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,{....CO.t}.....X.....A.Dg..|z.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.u%..d...n..q..........0;.....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"....D..!.m..Om.8.......[p..,.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.).v.=^c.X..)..T_.E.....].>.3.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......'\w...K...B..X5X..J.. .5
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,ms.....M.e..z.M......H..O.o.W.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...3..\.....p....d.......Cj...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...9?.H..=&..t...""].....;L..Y."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....$]...w.>.2....D:P..$<.x..X
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,+?g(..Dy..%.@$^?.._0...n......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..p*.. . ..8....././'....."".V."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..""ly""*....B...N..m..xP.\'...."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.aH.?o.os~m...a..A.R.}.......]
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,(f.......5.......h....j.'.O30o
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....+...J..t..?.R2}....zh..&P.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..P""...P..?_e..!1'..^..D0k.""cz"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..f..?..%!...2..X2.F......)y.@
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.......PF1.?E..v.#.....1@e....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....[F.'..S3....#....5.b.r.e.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..N..""-.G.J..r. >..q....<.T..0"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,h.zL.7.og........\%..e....m.q.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.G..Y\HfN.\..5.|...\=:1.P...or
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.0..i..&..1..>M'.o...*...I...%
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..,.Q.f.D...y.>....jA....X;.l3"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"X..M..oN._}..../i.,km...@..?0."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.w..k.P../8...{=..........?...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,`W...>z.q.Oc....9.{..j..q...._
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,9\.^:8j9.p.....Y.]..~{../I..BQ
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.......*7O........p<.&O.`f...G
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....B...O..?W.4d...z.....<..Q.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,o..VUT......=..+.........>V...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,s..m...a...CU..(...g.=.A.....6
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...AX.....Yu6...[..a=.].k_q.o5
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...V.w..%f.mgP..a(.q@e...=O...
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Y{....m.z1j_.%./........c4..e.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,hy....L.4..@ ._.J...:\R..T....
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..7Byp""....l.""..@.v..o.m.1(..."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,~.%Z.6_.?.W..J_....)(I.. .~P/k
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..BT...@.B.Ss&...Lm""..%....E*P"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.Y..;.._..-?$.....R.W..C....-.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...'.b.....u.8.o..!.....SF..J.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"....6,..g(O$y$.....ws...>.-..."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....:.%V.#.yE.....m.3.[......
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"""..M.D.f........;.6.....$..U.."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,@.U....oY.Ee.....S..K.h....!.L
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....M....Jy..).w..Go.g.:h.$B.5
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,n.:.4...A. .o...TK.(....EB.c.j
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,-......Z..xzi.e\k;..B...I.dE..
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,52.107.253.111,192.168.1.36,TCP,443,63803,60,
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.*......o..r..\EM.|...X.....=.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".6.N.i..N.....v..F..c$.i,...H;"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..t....I...(......s..i*....$n.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....S'..y...P...:*K......o..I
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...6..H9.......J.b...$:%z{0..+
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,AH....z........e...~;.~0.4.*.M
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"c.7...g....""...""..>.]......8m."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,E.1)uH._.]1[U4V.t....A.~y#..qb
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.l.0...S7T.i....._..;....r..P.
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,L4.a...#7.....1.M...}..5..{..Z
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"f.....5`.""n..;........{ ......"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......c..n..y......&_.@JJ....*
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506, .!..!.e^....o=.....X.....t..=
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"Tr..V.YC..iAJ..y..u..-.,......"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".l.)..""d..T[.....S.....`N....."
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"....v.=a..O?..6.B.....^./""...i"
14:46:03,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.F.z..`v....X>*.B.B.......\z..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.X<......0Ng.2.>..}\.r.H..8T.6
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..\.D>..t....n.)5..Z_e.Z3p*,.k"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..94}...D...e....1v(.~...FQ@..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"5+...5.,.R.>@..........;..1.:+"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"S....B....0-6,n.Q.F4.....V.9K."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...X.g....y...W...}.8......u.W
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,_...'........!.z-..q...I...w..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,L...Jv.j..s.:...-.....`I.....'
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"""Zy0"".9....p&q.q.J$...a.....[."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".5S'.....p..W.U.uH.Y""5..w=...+"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,%..{.*...8.PS............7.[..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.i.u..yAq._o(..J.z`.c..p.J\g..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,i............y7.b.g0...m.I...O
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....\......V.@o...p.Y..@.V.OK.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.1~...m..r.._m......}....v....
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,5B.......CE./..9.Bn..|y..x.=B.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,+....+..CB........./...E%@..$J
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,3!....5...O..D..o... ..x.(.w.>
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...`v.d........'...cpu.HB...6n
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.Xpm...@G.......7.......U.h7.`
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,tT.n.zW.../.}.=.\.Z.^.\.=.h...
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"#.A..'....X.[.H$..a...K....(#,"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,3bC..(.K.T....(w7E}AU.L'{.S.D.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Z...E@M....-.....w*..........N
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,df@E.Jy...lNe...l.<)]....!....
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,)I..g2.....5....h.e)..S.(q.L'.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......S.:..m..=W....h_S.c.r.!A
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,cP..&.d......K.....6.>..h-...N
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......Q...O[B..E..jt1 ...V.R..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..4..l.v....{%G....v.......?.k
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..`Q`.WLe.D!H@x..H.m../...v..n
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".xsq....w""O.O......p._....<T.z"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"_.F.b,j.G.PV..E...F.d...foc.=."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"<......qlD......z5Torb..g..,Ga"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...ThO.]....J../.BB.<.H8Lg.`..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.a*..6.<.2U.)-..%t{.6......;X.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....&tN.`......u.........Fih.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..6..5..s.rX.!.Y..f.....8.."".."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..R..k.6....>|..>......u.MU'U.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,V.?8.&.*...d.XHjlG...4cA.]....
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,))..%.'Ql....*.....k.LW.i.....
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......%...Sn.3W......o........
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"...=.A0..FI.WQ....,....s.._m{."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,*+...L...*..m:.$=....[d......{
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....e...s.....).....K.4......A
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"..._5."".Y2...p."".+.nJ.R.<.R?.."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"Pv>/....|w....Mhpx,.w.'.Um).cz"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...#./........F@.q(.....}.QhMM
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,r.....h......)oq/8.0..l...i..n
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,Nm.f$.._..<..x..Nu!.Y..F...~w.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,".t.......HQ...""........RW#.g.7"
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,_..G.....c.....V..B-F..$..$...
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...Z\I...a.p..............*dD.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,].M.... .U[..7....p}..F`iJ>k.2
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.T.sw.[..t.z... .. x&.l]S}./<-
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"%.""uo.>p...aq.N....Kec....O.?."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...W......j.g......[.~..iL..]`
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...R7............ab...........
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,......~...c..jJ.....u.@M...B..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"I....$B...J0...bU...b.|-""..\.."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,..s.-..7k}.nL.?.....0..^*.....
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,b..i.v.....1...N..F?:.9.1.]|.E
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,w.2.[.^.?...5C.E.Uv6.0T...S..r
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,....\.........7.R...<)..>[eY@x
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.l4.@.Oy...c...M..i...........
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.........e.Vp.o..A...+..0.V4..
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,...i.su....o?..f..:...Bb..)...
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.'.../H`C...h..2{.q.......H...
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.v...=A...~O^2ST.zG_......$..F
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,"... ..k...+...._.,.a...T...q.."
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,.....='.RC.*...5.WW.pK$...f.d.
14:46:04,192.168.1.36,52.107.253.111,TCP,63803,443,1506,!...w..........+.y>5.w4..8.8.k
